"dept","comm","year","week","price"
"SEINE-INFERIEURE","ROUEN",1827,18,1900
"SEINE-INFERIEURE","ROUEN",1827,19,1950
"SEINE-INFERIEURE","ROUEN",1827,20,2105
"SEINE-INFERIEURE","ROUEN",1827,21,2076
"SEINE-INFERIEURE","ROUEN",1827,22,2101
"SEINE-INFERIEURE","ROUEN",1827,23,2100
"SEINE-INFERIEURE","ROUEN",1827,24,2007
"SEINE-INFERIEURE","ROUEN",1828,1,2024
"SEINE-INFERIEURE","ROUEN",1828,2,2090
"SEINE-INFERIEURE","ROUEN",1828,3,2029
"SEINE-INFERIEURE","ROUEN",1828,4,1997
"SEINE-INFERIEURE","ROUEN",1828,5,1953
"SEINE-INFERIEURE","ROUEN",1828,6,1958
"SEINE-INFERIEURE","ROUEN",1828,7,1996
"SEINE-INFERIEURE","ROUEN",1828,8,2002
"SEINE-INFERIEURE","ROUEN",1828,9,2009
"SEINE-INFERIEURE","ROUEN",1828,10,2052
"SEINE-INFERIEURE","ROUEN",1828,11,2065
"SEINE-INFERIEURE","ROUEN",1828,12,2114
"SEINE-INFERIEURE","ROUEN",1828,13,2157
"SEINE-INFERIEURE","ROUEN",1828,14,2262
"SEINE-INFERIEURE","ROUEN",1828,15,2375
"SEINE-INFERIEURE","ROUEN",1828,16,2402
"SEINE-INFERIEURE","ROUEN",1828,17,2396
"SEINE-INFERIEURE","ROUEN",1828,18,2401
"SEINE-INFERIEURE","ROUEN",1828,19,2401
"SEINE-INFERIEURE","ROUEN",1828,20,2567
"SEINE-INFERIEURE","ROUEN",1828,21,2637
"SEINE-INFERIEURE","ROUEN",1828,22,2751
"SEINE-INFERIEURE","ROUEN",1828,23,2762
"SEINE-INFERIEURE","ROUEN",1828,24,2602
"SEINE-INFERIEURE","ROUEN",1829,1,2590
"SEINE-INFERIEURE","ROUEN",1829,2,2600
"SEINE-INFERIEURE","ROUEN",1829,3,2563
"SEINE-INFERIEURE","ROUEN",1829,4,2548
"SEINE-INFERIEURE","ROUEN",1829,5,2547
"SEINE-INFERIEURE","ROUEN",1829,6,2606
"SEINE-INFERIEURE","ROUEN",1829,7,2701
"SEINE-INFERIEURE","ROUEN",1829,8,2844
"SEINE-INFERIEURE","ROUEN",1829,9,2916
"SEINE-INFERIEURE","ROUEN",1829,10,2922
"SEINE-INFERIEURE","ROUEN",1829,11,2874
"SEINE-INFERIEURE","ROUEN",1829,12,2773
"SEINE-INFERIEURE","ROUEN",1829,13,2747
"SEINE-INFERIEURE","ROUEN",1829,14,2677
"SEINE-INFERIEURE","ROUEN",1829,15,2309
"SEINE-INFERIEURE","ROUEN",1829,16,2252
"SEINE-INFERIEURE","ROUEN",1829,17,2222
"SEINE-INFERIEURE","ROUEN",1829,18,2300
"SEINE-INFERIEURE","ROUEN",1829,19,2305
"SEINE-INFERIEURE","ROUEN",1829,20,2302
"SEINE-INFERIEURE","ROUEN",1829,21,2243
"SEINE-INFERIEURE","ROUEN",1829,22,2226
"SEINE-INFERIEURE","ROUEN",1829,23,2115
"SEINE-INFERIEURE","ROUEN",1829,24,2132
"SEINE-INFERIEURE","ROUEN",1830,1,2184
"SEINE-INFERIEURE","ROUEN",1830,2,2086
"SEINE-INFERIEURE","ROUEN",1830,3,2030
"SEINE-INFERIEURE","ROUEN",1830,4,2002
"SEINE-INFERIEURE","ROUEN",1830,5,2078
"SEINE-INFERIEURE","ROUEN",1830,6,2101
"SEINE-INFERIEURE","ROUEN",1830,7,2101
"SEINE-INFERIEURE","ROUEN",1830,8,2051
"SEINE-INFERIEURE","ROUEN",1830,9,2053
"SEINE-INFERIEURE","ROUEN",1830,10,2051
"SEINE-INFERIEURE","ROUEN",1830,11,2072
"SEINE-INFERIEURE","ROUEN",1830,12,2218
"SEINE-INFERIEURE","ROUEN",1830,13,2352
"SEINE-INFERIEURE","ROUEN",1830,14,2343
"SEINE-INFERIEURE","ROUEN",1830,15,2204
"SEINE-INFERIEURE","ROUEN",1830,16,2204
"SEINE-INFERIEURE","ROUEN",1830,17,2265
"SEINE-INFERIEURE","ROUEN",1830,18,2290
"SEINE-INFERIEURE","ROUEN",1830,19,2392
"SEINE-INFERIEURE","ROUEN",1830,20,2347
"SEINE-INFERIEURE","ROUEN",1830,21,2276
"SEINE-INFERIEURE","ROUEN",1830,22,2181
"SEINE-INFERIEURE","ROUEN",1830,23,2151
"SEINE-INFERIEURE","ROUEN",1830,24,2190
"SEINE-INFERIEURE","ROUEN",1831,1,2101
"SEINE-INFERIEURE","ROUEN",1831,2,2174
"SEINE-INFERIEURE","ROUEN",1831,3,2202
"SEINE-INFERIEURE","ROUEN",1831,4,2203
"SEINE-INFERIEURE","ROUEN",1831,5,2105
"SEINE-INFERIEURE","ROUEN",1831,6,2059
"SEINE-INFERIEURE","ROUEN",1831,7,2102
"SEINE-INFERIEURE","ROUEN",1831,8,2161
"SEINE-INFERIEURE","ROUEN",1831,9,2252
"SEINE-INFERIEURE","ROUEN",1831,10,2361
"SEINE-INFERIEURE","ROUEN",1831,11,2497
"SEINE-INFERIEURE","ROUEN",1831,12,2403
"SEINE-INFERIEURE","ROUEN",1831,13,2312
"SEINE-INFERIEURE","ROUEN",1831,14,2303
"SEINE-INFERIEURE","ROUEN",1831,15,2410
"SEINE-INFERIEURE","ROUEN",1831,16,2357
"SEINE-INFERIEURE","ROUEN",1831,17,2357
"SEINE-INFERIEURE","ROUEN",1831,18,2232
"SEINE-INFERIEURE","ROUEN",1831,19,2202
"SEINE-INFERIEURE","ROUEN",1831,20,2223
"SEINE-INFERIEURE","ROUEN",1831,21,2271
"SEINE-INFERIEURE","ROUEN",1831,22,2241
"SEINE-INFERIEURE","ROUEN",1831,23,2201
"SEINE-INFERIEURE","ROUEN",1831,24,2143
"SEINE-INFERIEURE","ROUEN",1832,1,2202
"SEINE-INFERIEURE","ROUEN",1832,2,2292
"SEINE-INFERIEURE","ROUEN",1832,3,2384
"SEINE-INFERIEURE","ROUEN",1832,4,2359
"SEINE-INFERIEURE","ROUEN",1832,5,2402
"SEINE-INFERIEURE","ROUEN",1832,6,2402
"SEINE-INFERIEURE","ROUEN",1832,7,2402
"SEINE-INFERIEURE","ROUEN",1832,8,2402
"SEINE-INFERIEURE","ROUEN",1832,9,2403
"SEINE-INFERIEURE","ROUEN",1832,10,2403
"SEINE-INFERIEURE","ROUEN",1832,11,2503
"SEINE-INFERIEURE","ROUEN",1832,12,2525
"SEINE-INFERIEURE","ROUEN",1832,13,2452
"SEINE-INFERIEURE","ROUEN",1832,14,2212
"SEINE-INFERIEURE","ROUEN",1832,15,2207
"SEINE-INFERIEURE","ROUEN",1832,16,2094
"SEINE-INFERIEURE","ROUEN",1832,17,1933
"SEINE-INFERIEURE","ROUEN",1832,18,1783
"SEINE-INFERIEURE","ROUEN",1832,19,1661
"SEINE-INFERIEURE","ROUEN",1832,20,1585
"SEINE-INFERIEURE","ROUEN",1832,21,1719
"SEINE-INFERIEURE","ROUEN",1832,22,1640
"SEINE-INFERIEURE","ROUEN",1832,23,1609
"SEINE-INFERIEURE","ROUEN",1832,24,1626
"SEINE-INFERIEURE","ROUEN",1833,1,1628
"SEINE-INFERIEURE","ROUEN",1833,2,1581
"SEINE-INFERIEURE","ROUEN",1833,3,1577
"SEINE-INFERIEURE","ROUEN",1833,4,1621
"SEINE-INFERIEURE","ROUEN",1833,5,1537
"SEINE-INFERIEURE","ROUEN",1833,6,1505
"SEINE-INFERIEURE","ROUEN",1833,7,1482
"SEINE-INFERIEURE","ROUEN",1833,8,1415
"SEINE-INFERIEURE","ROUEN",1833,9,1456
"SEINE-INFERIEURE","ROUEN",1833,10,1450
"SEINE-INFERIEURE","ROUEN",1833,11,1442
"SEINE-INFERIEURE","ROUEN",1833,12,1598
"SEINE-INFERIEURE","ROUEN",1833,13,1559
"SEINE-INFERIEURE","ROUEN",1833,14,1523
"SEINE-INFERIEURE","ROUEN",1833,15,1486
"SEINE-INFERIEURE","ROUEN",1833,16,1576
"SEINE-INFERIEURE","ROUEN",1833,17,1576
"SEINE-INFERIEURE","ROUEN",1833,18,1665
"SEINE-INFERIEURE","ROUEN",1833,19,1614
"SEINE-INFERIEURE","ROUEN",1833,20,1549
"SEINE-INFERIEURE","ROUEN",1833,21,1532
"SEINE-INFERIEURE","ROUEN",1833,22,1540
"SEINE-INFERIEURE","ROUEN",1833,23,1552
"SEINE-INFERIEURE","ROUEN",1833,24,1547
"SEINE-INFERIEURE","ROUEN",1834,1,1530
"SEINE-INFERIEURE","ROUEN",1834,2,1485
"SEINE-INFERIEURE","ROUEN",1834,3,1486
"SEINE-INFERIEURE","ROUEN",1834,4,1422
"SEINE-INFERIEURE","ROUEN",1834,5,1382
"SEINE-INFERIEURE","ROUEN",1834,6,1374
"SEINE-INFERIEURE","ROUEN",1834,7,1374
"SEINE-INFERIEURE","ROUEN",1834,8,1498
"SEINE-INFERIEURE","ROUEN",1834,9,1477
"SEINE-INFERIEURE","ROUEN",1834,10,1417
"SEINE-INFERIEURE","ROUEN",1834,11,1468
"SEINE-INFERIEURE","ROUEN",1834,12,1513
"SEINE-INFERIEURE","ROUEN",1834,13,1517
"SEINE-INFERIEURE","ROUEN",1834,14,1505
"SEINE-INFERIEURE","ROUEN",1834,15,1505
"SEINE-INFERIEURE","ROUEN",1834,16,1504
"SEINE-INFERIEURE","ROUEN",1834,17,1430
"SEINE-INFERIEURE","ROUEN",1834,18,1480
"SEINE-INFERIEURE","ROUEN",1834,19,1515
"SEINE-INFERIEURE","ROUEN",1834,20,1578
"SEINE-INFERIEURE","ROUEN",1834,21,1600
"SEINE-INFERIEURE","ROUEN",1834,22,1604
"SEINE-INFERIEURE","ROUEN",1834,23,1594
"SEINE-INFERIEURE","ROUEN",1834,24,1600
"SEINE-INFERIEURE","ROUEN",1835,1,1600
"SEINE-INFERIEURE","ROUEN",1835,2,1565
"SEINE-INFERIEURE","ROUEN",1835,3,1537
"SEINE-INFERIEURE","ROUEN",1835,4,1516
"SEINE-INFERIEURE","ROUEN",1835,5,1507
"SEINE-INFERIEURE","ROUEN",1835,6,1518
"SEINE-INFERIEURE","ROUEN",1835,7,1518
"SEINE-INFERIEURE","ROUEN",1835,8,1479
"SEINE-INFERIEURE","ROUEN",1835,9,1478
"SEINE-INFERIEURE","ROUEN",1835,10,1454
"SEINE-INFERIEURE","ROUEN",1835,11,1423
"SEINE-INFERIEURE","ROUEN",1835,12,1405
"SEINE-INFERIEURE","ROUEN",1835,13,1437
"SEINE-INFERIEURE","ROUEN",1835,14,1406
"SEINE-INFERIEURE","ROUEN",1835,15,1382
"SEINE-INFERIEURE","ROUEN",1835,16,1398
"SEINE-INFERIEURE","ROUEN",1835,17,1370
"SEINE-INFERIEURE","ROUEN",1835,18,1335
"SEINE-INFERIEURE","ROUEN",1835,19,1379
"SEINE-INFERIEURE","ROUEN",1835,20,1398
"SEINE-INFERIEURE","ROUEN",1835,21,1437
"SEINE-INFERIEURE","ROUEN",1835,22,1392
"SEINE-INFERIEURE","ROUEN",1835,23,1376
"SEINE-INFERIEURE","ROUEN",1835,24,1371
"SEINE-INFERIEURE","ROUEN",1836,1,1412
"SEINE-INFERIEURE","ROUEN",1836,2,1438
"SEINE-INFERIEURE","ROUEN",1836,3,1437
"SEINE-INFERIEURE","ROUEN",1836,4,1427
"SEINE-INFERIEURE","ROUEN",1836,5,1462
"SEINE-INFERIEURE","ROUEN",1836,6,1479
"SEINE-INFERIEURE","ROUEN",1836,7,1470
"SEINE-INFERIEURE","ROUEN",1836,8,1483
"SEINE-INFERIEURE","ROUEN",1836,9,1554
"SEINE-INFERIEURE","ROUEN",1836,10,1631
"SEINE-INFERIEURE","ROUEN",1836,11,1590
"SEINE-INFERIEURE","ROUEN",1836,12,1519
"SEINE-INFERIEURE","ROUEN",1836,13,1503
"SEINE-INFERIEURE","ROUEN",1836,14,1480
"SEINE-INFERIEURE","ROUEN",1836,17,1503
"SEINE-INFERIEURE","ROUEN",1836,18,1602
"SEINE-INFERIEURE","ROUEN",1836,19,1663
"SEINE-INFERIEURE","ROUEN",1836,20,1699
"SEINE-INFERIEURE","ROUEN",1836,21,1702
"SEINE-INFERIEURE","ROUEN",1836,22,1688
"SEINE-INFERIEURE","ROUEN",1836,23,1662
"SEINE-INFERIEURE","ROUEN",1836,24,1685
"SEINE-INFERIEURE","ROUEN",1837,1,1673
"SEINE-INFERIEURE","ROUEN",1837,2,1639
"SEINE-INFERIEURE","ROUEN",1837,3,1613
"SEINE-INFERIEURE","ROUEN",1837,4,1603
"SEINE-INFERIEURE","ROUEN",1837,5,1625
"SEINE-INFERIEURE","ROUEN",1837,6,1588
"SEINE-INFERIEURE","ROUEN",1837,7,1553
"SEINE-INFERIEURE","ROUEN",1837,8,1600
"SEINE-INFERIEURE","ROUEN",1837,9,1552
"SEINE-INFERIEURE","ROUEN",1837,10,1578
"SEINE-INFERIEURE","ROUEN",1837,11,1603
"SEINE-INFERIEURE","ROUEN",1837,12,1550
"SEINE-INFERIEURE","ROUEN",1837,13,1576
"SEINE-INFERIEURE","ROUEN",1837,14,1601
"SEINE-INFERIEURE","ROUEN",1837,15,1589
"SEINE-INFERIEURE","ROUEN",1837,16,1602
"SEINE-INFERIEURE","ROUEN",1837,17,1740
"SEINE-INFERIEURE","ROUEN",1837,18,1810
"SEINE-INFERIEURE","ROUEN",1837,19,1802
"SEINE-INFERIEURE","ROUEN",1837,20,1779
"SEINE-INFERIEURE","ROUEN",1837,21,1833
"SEINE-INFERIEURE","ROUEN",1837,22,1814
"SEINE-INFERIEURE","ROUEN",1837,23,1779
"SEINE-INFERIEURE","ROUEN",1837,24,1732
"SEINE-INFERIEURE","ROUEN",1838,1,1751
"SEINE-INFERIEURE","ROUEN",1838,2,1824
"SEINE-INFERIEURE","ROUEN",1838,3,1750
"SEINE-INFERIEURE","ROUEN",1838,4,1766
"SEINE-INFERIEURE","ROUEN",1838,5,1765
"SEINE-INFERIEURE","ROUEN",1838,6,1783
"SEINE-INFERIEURE","ROUEN",1838,7,1836
"SEINE-INFERIEURE","ROUEN",1838,8,1982
"SEINE-INFERIEURE","ROUEN",1838,9,1965
"SEINE-INFERIEURE","ROUEN",1838,10,1976
"SEINE-INFERIEURE","ROUEN",1838,11,1997
"SEINE-INFERIEURE","ROUEN",1838,12,2018
"SEINE-INFERIEURE","ROUEN",1838,13,2170
"SEINE-INFERIEURE","ROUEN",1838,14,2126
"SEINE-INFERIEURE","ROUEN",1838,15,2162
"SEINE-INFERIEURE","ROUEN",1838,17,2185
"SEINE-INFERIEURE","ROUEN",1838,18,2300
"SEINE-INFERIEURE","ROUEN",1838,19,2284
"SEINE-INFERIEURE","ROUEN",1838,20,2325
"SEINE-INFERIEURE","ROUEN",1838,21,2352
"SEINE-INFERIEURE","ROUEN",1838,22,2285
"SEINE-INFERIEURE","ROUEN",1838,23,2221
"SEINE-INFERIEURE","ROUEN",1838,24,2320
"SEINE-INFERIEURE","ROUEN",1839,1,2327
"SEINE-INFERIEURE","ROUEN",1839,2,2300
"SEINE-INFERIEURE","ROUEN",1839,3,2177
"SEINE-INFERIEURE","ROUEN",1839,4,2147
"SEINE-INFERIEURE","ROUEN",1839,5,2134
"SEINE-INFERIEURE","ROUEN",1839,6,2004
"SEINE-INFERIEURE","ROUEN",1839,7,2002
"SEINE-INFERIEURE","ROUEN",1839,8,2077
"SEINE-INFERIEURE","ROUEN",1839,9,2053
"SEINE-INFERIEURE","ROUEN",1839,10,2002
"SEINE-INFERIEURE","ROUEN",1839,11,2002
"SEINE-INFERIEURE","ROUEN",1839,12,2023
"SEINE-INFERIEURE","ROUEN",1839,13,2288
"SEINE-INFERIEURE","ROUEN",1839,14,2253
"SEINE-INFERIEURE","ROUEN",1839,15,2306
"SEINE-INFERIEURE","ROUEN",1839,16,2515
"SEINE-INFERIEURE","ROUEN",1839,17,2529
"SEINE-INFERIEURE","ROUEN",1839,18,2652
"SEINE-INFERIEURE","ROUEN",1839,19,2628
"SEINE-INFERIEURE","ROUEN",1839,20,2674
"SEINE-INFERIEURE","ROUEN",1839,21,2480
"SEINE-INFERIEURE","ROUEN",1839,22,2487
"SEINE-INFERIEURE","ROUEN",1839,23,2466
"SEINE-INFERIEURE","ROUEN",1839,24,2504
"SEINE-INFERIEURE","ROUEN",1840,1,2527
"SEINE-INFERIEURE","ROUEN",1840,2,2518
"SEINE-INFERIEURE","ROUEN",1840,3,2501
"SEINE-INFERIEURE","ROUEN",1840,4,2540
"SEINE-INFERIEURE","ROUEN",1840,5,2627
"SEINE-INFERIEURE","ROUEN",1840,6,2636
"SEINE-INFERIEURE","ROUEN",1840,7,2708
"SEINE-INFERIEURE","ROUEN",1840,8,2775
"SEINE-INFERIEURE","ROUEN",1840,9,2664
"SEINE-INFERIEURE","ROUEN",1840,10,2592
"SEINE-INFERIEURE","ROUEN",1840,11,2612
"SEINE-INFERIEURE","ROUEN",1840,12,2582
"SEINE-INFERIEURE","ROUEN",1840,13,2428
"SEINE-INFERIEURE","ROUEN",1840,14,2432
"SEINE-INFERIEURE","ROUEN",1840,15,2427
"SEINE-INFERIEURE","ROUEN",1840,16,2300
"SEINE-INFERIEURE","ROUEN",1840,17,2169
"SEINE-INFERIEURE","ROUEN",1840,18,2037
"SEINE-INFERIEURE","ROUEN",1840,19,2064
"SEINE-INFERIEURE","ROUEN",1840,20,2065
"SEINE-INFERIEURE","ROUEN",1840,21,1872
"SEINE-INFERIEURE","ROUEN",1840,22,1878
"SEINE-INFERIEURE","ROUEN",1840,23,1874
"SEINE-INFERIEURE","ROUEN",1840,24,1924
"SEINE-INFERIEURE","ROUEN",1841,1,1906
"SEINE-INFERIEURE","ROUEN",1841,2,1850
"SEINE-INFERIEURE","ROUEN",1841,3,1820
"SEINE-INFERIEURE","ROUEN",1841,4,1788
"SEINE-INFERIEURE","ROUEN",1841,5,1753
"SEINE-INFERIEURE","ROUEN",1841,6,1633
"SEINE-INFERIEURE","ROUEN",1841,7,1569
"SEINE-INFERIEURE","ROUEN",1841,8,1629
"SEINE-INFERIEURE","ROUEN",1841,9,1577
"SEINE-INFERIEURE","ROUEN",1841,10,1488
"SEINE-INFERIEURE","ROUEN",1841,11,1502
"SEINE-INFERIEURE","ROUEN",1841,12,1571
"SEINE-INFERIEURE","ROUEN",1841,13,1674
"SEINE-INFERIEURE","ROUEN",1841,14,1890
"SEINE-INFERIEURE","ROUEN",1841,15,1944
"SEINE-INFERIEURE","ROUEN",1841,16,1874
"SEINE-INFERIEURE","ROUEN",1841,17,1873
"SEINE-INFERIEURE","ROUEN",1841,18,1968
"SEINE-INFERIEURE","ROUEN",1841,19,2042
"SEINE-INFERIEURE","ROUEN",1841,20,2050
"SEINE-INFERIEURE","ROUEN",1841,21,2101
"SEINE-INFERIEURE","ROUEN",1841,22,2016
"SEINE-INFERIEURE","ROUEN",1841,23,1962
"SEINE-INFERIEURE","ROUEN",1841,24,1951
"SEINE-INFERIEURE","ROUEN",1842,1,1884
"SEINE-INFERIEURE","ROUEN",1842,2,1863
"SEINE-INFERIEURE","ROUEN",1842,3,1865
"SEINE-INFERIEURE","ROUEN",1842,4,1889
"SEINE-INFERIEURE","ROUEN",1842,5,1830
"SEINE-INFERIEURE","ROUEN",1842,6,1802
"SEINE-INFERIEURE","ROUEN",1842,7,1802
"SEINE-INFERIEURE","ROUEN",1842,8,1874
"SEINE-INFERIEURE","ROUEN",1842,9,1827
"SEINE-INFERIEURE","ROUEN",1842,10,1864
"SEINE-INFERIEURE","ROUEN",1842,11,1912
"SEINE-INFERIEURE","ROUEN",1842,12,1952
"SEINE-INFERIEURE","ROUEN",1842,13,1890
"SEINE-INFERIEURE","ROUEN",1842,14,1820
"SEINE-INFERIEURE","ROUEN",1842,15,1980
"SEINE-INFERIEURE","ROUEN",1842,16,2276
"SEINE-INFERIEURE","ROUEN",1842,17,2101
"SEINE-INFERIEURE","ROUEN",1842,18,2133
"SEINE-INFERIEURE","ROUEN",1842,19,2124
"SEINE-INFERIEURE","ROUEN",1842,20,2081
"SEINE-INFERIEURE","ROUEN",1842,21,2001
"SEINE-INFERIEURE","ROUEN",1842,22,1981
"SEINE-INFERIEURE","ROUEN",1842,23,1874
"SEINE-INFERIEURE","ROUEN",1842,24,1918
"SEINE-INFERIEURE","ROUEN",1843,1,1902
"SEINE-INFERIEURE","ROUEN",1843,2,1852
"SEINE-INFERIEURE","ROUEN",1843,3,1863
"SEINE-INFERIEURE","ROUEN",1843,4,1859
"SEINE-INFERIEURE","ROUEN",1843,5,1824
"SEINE-INFERIEURE","ROUEN",1843,6,1851
"SEINE-INFERIEURE","ROUEN",1843,7,1838
"SEINE-INFERIEURE","ROUEN",1843,8,1809
"SEINE-INFERIEURE","ROUEN",1843,9,1793
"SEINE-INFERIEURE","ROUEN",1843,10,1894
"SEINE-INFERIEURE","ROUEN",1843,11,2029
"SEINE-INFERIEURE","ROUEN",1843,12,2068
"SEINE-INFERIEURE","ROUEN",1843,13,2037
"SEINE-INFERIEURE","ROUEN",1843,14,2069
"SEINE-INFERIEURE","ROUEN",1843,15,2281
"SEINE-INFERIEURE","ROUEN",1843,16,2176
"SEINE-INFERIEURE","ROUEN",1843,17,2169
"SEINE-INFERIEURE","ROUEN",1843,18,2113
"SEINE-INFERIEURE","ROUEN",1843,19,2101
"SEINE-INFERIEURE","ROUEN",1843,20,2102
"SEINE-INFERIEURE","ROUEN",1843,21,2112
"SEINE-INFERIEURE","ROUEN",1843,22,2088
"SEINE-INFERIEURE","ROUEN",1843,23,2081
"SEINE-INFERIEURE","ROUEN",1843,24,2162
"SEINE-INFERIEURE","ROUEN",1844,1,2057
"SEINE-INFERIEURE","ROUEN",1844,2,1951
"SEINE-INFERIEURE","ROUEN",1844,3,1951
"SEINE-INFERIEURE","ROUEN",1844,4,1901
"SEINE-INFERIEURE","ROUEN",1844,5,1919
"SEINE-INFERIEURE","ROUEN",1844,6,1965
"SEINE-INFERIEURE","ROUEN",1844,7,1972
"SEINE-INFERIEURE","ROUEN",1844,8,1942
"SEINE-INFERIEURE","ROUEN",1844,9,1934
"SEINE-INFERIEURE","ROUEN",1844,10,1948
"SEINE-INFERIEURE","ROUEN",1844,11,1995
"SEINE-INFERIEURE","ROUEN",1844,12,1994
"SEINE-INFERIEURE","ROUEN",1844,13,1973
"SEINE-INFERIEURE","ROUEN",1844,14,2068
"SEINE-INFERIEURE","ROUEN",1844,15,2009
"SEINE-INFERIEURE","ROUEN",1844,16,2102
"SEINE-INFERIEURE","ROUEN",1844,17,2000
"SEINE-INFERIEURE","ROUEN",1844,18,1776
"SEINE-INFERIEURE","ROUEN",1844,19,1717
"SEINE-INFERIEURE","ROUEN",1844,20,1666
"SEINE-INFERIEURE","ROUEN",1844,21,1686
"SEINE-INFERIEURE","ROUEN",1844,22,1647
"SEINE-INFERIEURE","ROUEN",1844,23,1732
"SEINE-INFERIEURE","ROUEN",1844,24,1626
"SEINE-INFERIEURE","ROUEN",1845,1,1642
"SEINE-INFERIEURE","ROUEN",1845,2,1632
"SEINE-INFERIEURE","ROUEN",1845,3,1625
"SEINE-INFERIEURE","ROUEN",1845,4,1640
"SEINE-INFERIEURE","ROUEN",1845,5,1631
"SEINE-INFERIEURE","ROUEN",1845,6,1677
"SEINE-INFERIEURE","ROUEN",1845,7,1661
"SEINE-INFERIEURE","ROUEN",1845,8,1645
"SEINE-INFERIEURE","ROUEN",1845,9,1644
"SEINE-INFERIEURE","ROUEN",1845,10,1705
"SEINE-INFERIEURE","ROUEN",1845,11,1647
"SEINE-INFERIEURE","ROUEN",1845,12,1663
"SEINE-INFERIEURE","ROUEN",1845,13,1726
"SEINE-INFERIEURE","ROUEN",1845,14,1805
"SEINE-INFERIEURE","ROUEN",1845,15,1849
"SEINE-INFERIEURE","ROUEN",1845,16,2041
"SEINE-INFERIEURE","ROUEN",1845,17,2002
"SEINE-INFERIEURE","ROUEN",1845,18,2061
"SEINE-INFERIEURE","ROUEN",1845,19,2143
"SEINE-INFERIEURE","ROUEN",1845,20,2285
"SEINE-INFERIEURE","ROUEN",1845,21,2356
"SEINE-INFERIEURE","ROUEN",1845,22,2117
"SEINE-INFERIEURE","ROUEN",1845,23,2161
"SEINE-INFERIEURE","ROUEN",1845,24,2206
"SEINE-INFERIEURE","ROUEN",1846,1,2206
"SEINE-INFERIEURE","ROUEN",1846,2,2194
"SEINE-INFERIEURE","ROUEN",1846,3,2205
"SEINE-INFERIEURE","ROUEN",1846,4,2192
"SEINE-INFERIEURE","ROUEN",1846,5,2084
"SEINE-INFERIEURE","ROUEN",1846,6,2030
"SEINE-INFERIEURE","ROUEN",1846,7,2054
"SEINE-INFERIEURE","ROUEN",1846,8,1974
"SEINE-INFERIEURE","ROUEN",1846,9,2068
"SEINE-INFERIEURE","ROUEN",1846,10,2135
"SEINE-INFERIEURE","ROUEN",1846,11,2084
"SEINE-INFERIEURE","ROUEN",1846,12,2325
"SEINE-INFERIEURE","ROUEN",1846,13,2223
"SEINE-INFERIEURE","ROUEN",1846,14,2272
"SEINE-INFERIEURE","ROUEN",1846,15,2266
"SEINE-INFERIEURE","ROUEN",1846,16,2389
"SEINE-INFERIEURE","ROUEN",1846,17,2510
"SEINE-INFERIEURE","ROUEN",1846,18,2646
"SEINE-INFERIEURE","ROUEN",1846,19,2687
"SEINE-INFERIEURE","ROUEN",1846,20,2768
"SEINE-INFERIEURE","ROUEN",1846,21,2891
"SEINE-INFERIEURE","ROUEN",1846,22,2750
"SEINE-INFERIEURE","ROUEN",1846,23,2861
"SEINE-INFERIEURE","ROUEN",1846,24,2944
"SEINE-INFERIEURE","ROUEN",1847,1,3092
"SEINE-INFERIEURE","ROUEN",1847,2,3237
"SEINE-INFERIEURE","ROUEN",1847,3,3300
"SEINE-INFERIEURE","ROUEN",1847,4,3601
"SEINE-INFERIEURE","ROUEN",1847,5,3967
"SEINE-INFERIEURE","ROUEN",1847,6,3893
"SEINE-INFERIEURE","ROUEN",1847,7,3704
"SEINE-INFERIEURE","ROUEN",1847,8,4024
"SEINE-INFERIEURE","ROUEN",1847,9,4234
"SEINE-INFERIEURE","ROUEN",1847,10,4115
"SEINE-INFERIEURE","ROUEN",1847,11,3685
"SEINE-INFERIEURE","ROUEN",1847,12,3968
"SEINE-INFERIEURE","ROUEN",1847,13,3508
"SEINE-INFERIEURE","ROUEN",1847,14,3062
"SEINE-INFERIEURE","ROUEN",1847,15,3271
"SEINE-INFERIEURE","ROUEN",1847,16,2361
"SEINE-INFERIEURE","ROUEN",1847,17,2478
"SEINE-INFERIEURE","ROUEN",1847,18,2421
"SEINE-INFERIEURE","ROUEN",1847,19,2513
"SEINE-INFERIEURE","ROUEN",1847,20,2283
"SEINE-INFERIEURE","ROUEN",1847,21,2108
"SEINE-INFERIEURE","ROUEN",1847,22,2220
"SEINE-INFERIEURE","ROUEN",1847,23,2133
"SEINE-INFERIEURE","ROUEN",1847,24,2154
"SEINE-INFERIEURE","ROUEN",1848,1,2068
"SEINE-INFERIEURE","ROUEN",1848,2,1967
"SEINE-INFERIEURE","ROUEN",1848,3,1875
"SEINE-INFERIEURE","ROUEN",1848,4,1803
"SEINE-INFERIEURE","ROUEN",1848,5,1792
"SEINE-INFERIEURE","ROUEN",1848,6,1649
"SEINE-INFERIEURE","ROUEN",1848,7,1604
"SEINE-INFERIEURE","ROUEN",1848,8,1582
"SEINE-INFERIEURE","ROUEN",1848,9,1675
"SEINE-INFERIEURE","ROUEN",1848,10,1572
"SEINE-INFERIEURE","ROUEN",1848,11,1534
"SEINE-INFERIEURE","ROUEN",1848,12,1558
"SEINE-INFERIEURE","ROUEN",1848,13,1618
"SEINE-INFERIEURE","ROUEN",1848,14,1528
"SEINE-INFERIEURE","ROUEN",1848,15,1653
